chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,rmse,zero_crossing_rate,class
0.7841666199683565,0.8369449277014395,0.9530880095068215,0.9314374236796533,0.008130706040885465,0.7633510156292969,bee
0.8083806128884952,0.8206639201809732,0.9509708647534728,0.9198866265211112,0.00999118269734061,0.6449928332556342,bee
0.8345421489012385,0.848449029742814,0.9634729176224159,0.9410340401906262,0.009192299964620516,0.6298154222828466,bee
0.8560625932227438,0.8267171453066647,0.9589860209567727,0.9299964112961241,0.009463868879833361,0.6396794778439897,bee
0.782815896184291,0.8447912513186683,0.9630673460530248,0.9442934360474312,0.007886932473621577,0.7334110267209469,bee
0.8122304662955443,0.8362489812865431,0.956901595235483,0.934324118208054,0.00866668367444266,0.6638268957203489,bee
0.8006672691742268,0.8325738454962451,0.9521789267588241,0.9294687307821193,0.00812145662222874,0.7447443604491116,bee
0.77158587163489,0.8212299100883222,0.9261500292300228,0.8881114287320288,0.011368105619068982,0.7338314279858696,bee
0.6838889786423787,0.812064890215867,0.9509202001326025,0.9165888190664654,0.008719189014695214,0.6489870957023268,bee
0.7441971636439944,0.814174317550435,0.9540191413791024,0.9238984993800974,0.008529850450767524,0.729024210375624,bee
0.7771726041084179,0.8310664470548225,0.9509563066298814,0.9259457133010347,0.008627131398472477,0.743936713657941,bee
0.8145939721026282,0.8245259693848543,0.9511389300888381,0.9241430229578413,0.008756924648330841,0.7235479534431907,bee
0.8527670090149597,0.8309575911151004,0.9567025990125541,0.9310505183219505,0.00928488611905221,0.6548523456947892,bee
0.7631400847961828,0.7697159427092372,0.9258010419949341,0.886618703019494,0.010152412336142962,0.6828736469066441,nobee
0.8092877275648401,0.8669406876236139,0.9550246914260873,0.9397848475280142,0.007789839893831765,0.8131476260529168,nobee
0.8114786483402626,0.8631992642367506,0.958200646489957,0.9443518818796117,0.007804902678763722,0.7791167985529276,nobee
0.8085372509440014,0.8434369071112495,0.9549012250237524,0.9355755831033307,0.00800911067349871,0.7733382950673369,nobee
0.8329139924432198,0.8421966246116326,0.9650560551402807,0.9415401106611443,0.008940688630016907,0.647036996411448,nobee
0.7446827267123476,0.8107169597275976,0.9572073886884805,0.9250938703193702,0.00871007422369549,0.6973183724973375,nobee
0.768230598044394,0.811088655048661,0.9560336792035076,0.9251328768219726,0.008438431623386427,0.7088314621879241,nobee
0.7108486831672662,0.8330631512690829,0.9444659295717929,0.9236427369872853,0.008115209455725402,0.7459963118608611,nobee
0.9173745434991779,0.7739088718520775,0.9540492128016137,0.9048999065196716,0.01421919252055453,0.36472875157936807,nobee
0.9108068484363617,0.776258553351722,0.945582191397767,0.9023069282816154,0.012488778369271746,0.5008165436382523,nobee
0.8532613652757725,0.7896363118363825,0.9479902403477689,0.9071651824708284,0.012251837017094694,0.48426364891155216,nobee
0.7216850260576572,0.8499358047388764,0.9726100553799304,0.9509238594914695,0.00797723771421022,0.728293039805124,bee
0.720189661709492,0.7511621757114683,0.9615674458417671,0.9068665613285841,0.010711942607372193,0.5068734561387318,bee
0.7429090354672673,0.7597191135759933,0.9516033807410743,0.9023223711178161,0.010198420645392977,0.5994530586320898,bee
0.743688052704309,0.7277484831039445,0.9466175193727632,0.8872845578669418,0.011808026696369642,0.5129366281474008,bee
0.7349813763164452,0.7605359177437032,0.9478107562523499,0.9003076369120081,0.010059186838846346,0.6061794169449051,bee
0.7137584846855376,0.7937252480678242,0.9465756067182083,0.9070501413033801,0.009656928264108376,0.6740886320229578,bee
0.7356951152772627,0.8393703911486128,0.9645804958481249,0.9349510500952042,0.008811203417102125,0.693601164566315,bee
0.7143058236568472,0.7800035513084802,0.9490800022732021,0.9061545505598434,0.00963832194627864,0.6395912417057671,bee
0.7008897965583146,0.777917585290959,0.9533896803079065,0.9105843655811002,0.00942598698405186,0.6432672070741514,bee
0.650595865470713,0.7717051939161054,0.948920837718471,0.9045071765144012,0.009672731224142183,0.6285038454117525,bee
0.7180608894299269,0.7693622971055474,0.9488691353044626,0.9036701420330707,0.009679335181637728,0.628605833988814,bee
0.7068117136054235,0.7914906882768883,0.96537407375467,0.9249874676485335,0.009482877418564252,0.6170576081181088,bee
0.6867209827629582,0.7992180894297197,0.9648470842488215,0.9257691125433775,0.009242636303732546,0.6371317099646283,bee
0.6773017597115595,0.7804861828922025,0.9634652475259422,0.9193509045928004,0.009693377455688244,0.5995799259809984,bee
0.7152454284341441,0.8397188076814537,0.9704752971643296,0.9464311387851232,0.008216714276915763,0.6915959385528386,nobee
0.8785990238662147,0.7158834512482524,0.9529929843248108,0.8843263440536797,0.014698552299053008,0.3542815021633178,nobee
0.6577282623340173,0.6604776367393156,0.9068432636774123,0.8255949635751789,0.014128695033887787,0.5361037776691742,nobee
0.8676132712225936,0.7071408231663388,0.9425830058426752,0.8730884034978313,0.01448771430772832,0.37628093976513033,nobee
0.7378197890349188,0.7412747617096624,0.9368355948790843,0.8848870549497733,0.0103392201217284,0.6013659322175723,nobee
0.6109994118993654,0.7343655688892768,0.9277238976177754,0.8728409057817166,0.011010335113701178,0.5748488071316225,nobee
0.6494961202646423,0.7338380387831749,0.9399929791001285,0.8805090061445087,0.010973065967667166,0.5738805179181892,nobee
0.7749421884855082,0.7159504313003786,0.9436118109397416,0.8774412607580938,0.01325038309158535,0.4238854476509968,nobee
0.6922204539791134,0.7402581300419341,0.940427562000341,0.8841416405865415,0.010871680815505248,0.5586412122940344,nobee
0.8724969208922676,0.7157460705150588,0.9495924369074313,0.8833326373558746,0.014253836704288718,0.35304829110919456,nobee
0.8631138393522487,0.7340959595653189,0.9640117682957815,0.900362417306396,0.014642361041919759,0.32549014423249784,nobee
0.6272839944820482,0.7531110231709824,0.9570581641410244,0.9058954912051512,0.01101865986750387,0.5710730782710352,nobee
0.6253977801809192,0.7099814800516195,0.9326038173257754,0.8695787754538143,0.011832730594417161,0.49371083749995454,nobee
0.6954463633144433,0.6767845818231173,0.9302498259016705,0.8573157714023336,0.013058220116977095,0.4596457230032658,nobee
0.6388304249228286,0.7140021207715022,0.9070480306103382,0.8449717016684348,0.012914196225153076,0.5329757150705018,bee
0.6743382302969894,0.752854594001728,0.941199608754682,0.8905916122724016,0.01081230281646643,0.5881343120682498,bee
0.6484725330475,0.7787595112018895,0.9495314347600708,0.9034803453330301,0.009982009179873222,0.6216421403400929,bee
0.7169549591817025,0.7696452285356348,0.8835919229045256,0.8505402196799005,0.01380577037672803,0.5869465892319875,nobee
0.6789956415572833,0.7886689187338317,0.9454534072486686,0.8965416764236954,0.011350640589195691,0.5720169469174423,nobee
0.7543052364504356,0.8719944122293134,0.9698179131150562,0.9583886394561814,0.007315111749952647,0.8041848528086882,bee
0.7422726467926607,0.9675827004819534,0.9747409427163932,0.9964375342546014,0.005972030232225993,0.9729777067719688,bee
0.7110079293730782,0.9683600817526188,0.9737735513085111,0.9947268032221132,0.005978071302069236,0.9604410861831045,bee
0.7781747299744729,0.968506790327151,0.9742977000653799,0.9971769851326171,0.0059833084841334466,0.9614232068370182,bee
0.7919023937752544,0.9521852167308902,0.976833073784787,0.9929209574382071,0.006375247267238066,0.872476374824604,bee
0.7924628480166731,0.9787012988626116,0.9724101082764054,1.0,0.005791588728149056,1.0,bee
0.7265290318426836,0.8799237787248807,0.9711572640185279,0.9614765827673161,0.007272311235492834,0.7989417831567152,bee
0.7401682420888095,0.943586588791643,0.9712224098969697,0.9839185770923653,0.006270348499435481,0.9497139326872379,bee
0.7728021639003383,0.954130557415644,0.9653451941185167,0.9829751381305871,0.006109789782825002,0.9897997353405125,bee
0.7762704076583639,0.9318929333564093,0.965350883344034,0.9741654969129111,0.006573949932641407,0.9091733885152342,bee
0.7552513243442067,0.9286121290254925,0.968145385400916,0.9771167558508601,0.00651893819107091,0.8998239042598873,bee
0.7556205639089228,0.9410979435479782,0.9700445562365558,0.9830854791314494,0.0063136797681973686,0.9176004836283633,bee
0.758544300401685,0.9418766118641712,0.9690887656025959,0.9805845920999654,0.006406356782446954,0.9348205290872611,bee
0.735677528892344,0.8995565315362666,0.9676777456234726,0.9658218501119001,0.007091315708136069,0.8665396596867568,bee
0.729756953179678,0.9165384987319922,0.9729103319972361,0.9759227498366123,0.006672081860104175,0.8824243942827846,bee
0.7097171185274652,0.9097554329419905,0.9726614758295483,0.9723708310007171,0.0068916263272713555,0.8653867602278684,bee
0.6387344449915764,0.8976312076260998,1.0,0.9967878976271889,0.007067330378282486,0.20065752374761858,bee
0.7834016867429657,0.847533045795415,0.9718895127722048,0.9500600812792491,0.00808613985423284,0.7125543870651185,bee
0.7539163984991362,0.8676771184814379,0.9749727286442205,0.9604104100451256,0.008122827275823034,0.71187791154485,bee
0.7570366404877926,0.9350218470155126,0.9747103933058664,0.984594024691388,0.006505940804926152,0.8902434392344476,bee
0.7205062911566118,0.9304797591453325,0.9473619452100881,0.9538894340591209,0.010769630835407537,0.8659263562084172,nobee
0.7166025608161036,0.9036960768917294,0.9651932845634127,0.9671169376119183,0.007078539931303241,0.8047633311233393,nobee
0.5356889600425412,0.9145350580836652,0.9744823529581542,0.9742224675026518,0.007377212219388539,0.7642379049288264,nobee
0.8109008312696655,0.946551837929128,0.9663032393748442,0.9853943043908969,0.006234801257755174,0.9151676029008478,nobee
0.7604629302851856,0.961017771777591,0.9676332838052506,0.9889699533320737,0.006052618458509737,0.9147546156892404,nobee
0.7255515716266631,0.9484583618707862,0.9756179138630988,0.9899627081631994,0.006341179821738179,0.9116543670878865,nobee
0.7000297031060536,0.8837133711328556,0.9459030502194754,0.9479257457827188,0.006962569008253298,0.849563853899242,nobee
0.7519437426450162,1.0,0.9511658794386225,0.9762143600084647,0.0075766883012905175,0.9674296034784206,nobee
0.7357011512822561,0.8831059920713581,0.9567893332571038,0.9518347179302764,0.007544159378438712,0.814402285865731,nobee
0.6826930299493155,0.8416216881458604,0.960016330925712,0.9445311120756293,0.008180903320154257,0.6997225032520995,nobee
0.6699572084505262,0.8710017048254746,0.9657806971654894,0.9540218809176003,0.00787313064567451,0.7480492486222474,nobee
0.7738660656693497,0.8275681493946013,0.9541094655295403,0.9231405962963934,0.00881537188825955,0.6866281342192904,nobee
0.5997371208047529,0.7939904060761287,0.9437057523275554,0.9099305365084589,0.010467253793650032,0.652323610341386,nobee
0.7365845690501087,0.8409290905439829,0.961737129413572,0.9400794756024763,0.008232767655472052,0.7186339222589131,nobee
0.8180663143825629,0.8932228623625049,0.9623424569634913,0.9643694886167778,0.0068656875113331005,0.8646939337310169,nobee
0.7749829501488583,0.878441401184811,0.9712636737106395,0.9614796285051472,0.007172498955422347,0.8199155892708836,nobee
0.7003534118182891,0.8464335913270921,0.9711602523455088,0.9498232569772874,0.008144071852511309,0.7103922192099459,nobee
0.7570841833419377,0.8717824615833139,0.9733007127656499,0.9594522021152605,0.008041251226031358,0.7351459904027242,nobee
0.7946756772546639,0.9461507555691299,0.9761468744904073,0.99197249715556,0.006662150992813263,0.8031373182557615,nobee
0.719271667320443,0.7882704731602468,0.9455108540989916,0.9059323305016452,0.010157098265043744,0.6552494757814757,bee
0.7366133332220522,0.8020451089294103,0.9494478140054313,0.9134943509615997,0.009648667777006145,0.6589469119425014,bee
0.7555710835716934,0.7971476738220493,0.9515676885282742,0.9139397428743243,0.009776509756872956,0.6381957390178415,bee
0.716801376387983,0.7826228764600973,0.9463615308128481,0.9037974308018376,0.010256856804856088,0.6364953059138158,bee
0.6843624697007453,0.7648829650424909,0.9522451496751212,0.9030021795111667,0.010469454374117507,0.5524975528346823,bee
0.6942730682697501,0.7796663838209715,0.9554107975185854,0.9117984217743546,0.00972825100506028,0.6297813126250039,bee
0.7439587041874672,0.8080608006026728,0.9520033702057543,0.9177991642132901,0.009148755396895896,0.6944975431786836,bee
0.7226512339680726,0.8560913816407939,0.9422090503032591,0.9245443012704762,0.010232590585199632,0.6977645027993739,nobee
